,summary_text
6518,<sos> 딸기 코 케이크 카페 <end>
6519,<sos> 딸기 코 케이크 카페 <end>
6520,<sos> 딸기 코 케이크 카페 <end>
6521,<sos> 근처 밥 카페 검색 방문 모던 카페 갤러리 인 음료 원칙 그림 테이블 작품 주변 작품 테이블 판매 가격 층 구경 커피 블루 틀 커피 맛 <end>
6522,<sos> 근처 밥 카페 검색 방문 모던 카페 갤러리 인 음료 원칙 그림 테이블 작품 주변 작품 테이블 판매 가격 층 구경 커피 블루 틀 커피 맛 <end>
6523,<sos> 근처 밥 카페 검색 방문 모던 카페 갤러리 인 음료 원칙 그림 테이블 작품 주변 작품 테이블 판매 가격 층 구경 커피 블루 틀 커피 맛 <end>
6524,<sos> 테이크 아웃 따듯 생각 <end>
6525,<sos> 테이크 아웃 따듯 생각 <end>
6526,<sos> 테이크 아웃 따듯 생각 <end>
6527,<sos> 포장 전문점 한국 가격 상향 <end>
6528,<sos> 포장 전문점 한국 가격 상향 <end>
6529,<sos> 포장 전문점 한국 가격 상향 <end>
6530,<sos> 코코넛 존 맛 동남아 코코넛 맛 가격 링 비 코코넛 과일 <end>
6531,<sos> 코코넛 존 맛 동남아 코코넛 맛 가격 링 비 코코넛 과일 <end>
6532,<sos> 코코넛 존 맛 동남아 코코넛 맛 가격 링 비 코코넛 과일 <end>
6533,<sos> 집 근처 카페 돈까스 후식 한번 해결 가능 <end>
6534,<sos> 집 근처 카페 돈까스 후식 한번 해결 가능 <end>
6535,<sos> 집 근처 카페 돈까스 후식 한번 해결 가능 <end>
6536,<sos> 아파트 지하 상가 사람 전반적 <end>
6537,<sos> 아파트 지하 상가 사람 전반적 <end>
6538,<sos> 아파트 지하 상가 사람 전반적 <end>
6539,<sos> 이탈 리 안 스타일 젤 라 소문 코 오늘 근처 배달 주문 느끼 상큼 첫맛 이후 맛 조화 계 피 향 누 느낌 혀 코로나 시대 라 배달 <end>
6540,<sos> 이탈 리 안 스타일 젤 라 소문 코 오늘 근처 배달 주문 느끼 상큼 첫맛 이후 맛 조화 계 피 향 누 느낌 혀 코로나 시대 라 배달 <end>
6541,<sos> 이탈 리 안 스타일 젤 라 소문 코 오늘 근처 배달 주문 느끼 상큼 첫맛 이후 맛 조화 계 피 향 누 느낌 혀 코로나 시대 라 배달 <end>
6542,<sos> 기라 떼 <end>
6543,<sos> 기라 떼 <end>
6544,<sos> 기라 떼 <end>
6545,<sos> 밀크 서울 스퀘어 조용 카페 <end>
6546,<sos> 밀크 서울 스퀘어 조용 카페 <end>
6547,<sos> 밀크 서울 스퀘어 조용 카페 <end>
6548,<sos> 토스트 유명 소문 주문 가능 느낌 <end>
6549,<sos> 토스트 유명 소문 주문 가능 느낌 <end>
6550,<sos> 토스트 유명 소문 주문 가능 느낌 <end>
6551,<sos> 음료 맛 카페 빈지 풍 구들 소품 구경 재미 <end>
6552,<sos> 음료 맛 카페 빈지 풍 구들 소품 구경 재미 <end>
6553,<sos> 음료 맛 카페 빈지 풍 구들 소품 구경 재미 <end>
6554,<sos> 성비 카페 자 주 백당 커피 말차 버블 직원 분 친절 오늘 손 난로 기분 <end>
6555,<sos> 성비 카페 자 주 백당 커피 말차 버블 직원 분 친절 오늘 손 난로 기분 <end>
6556,<sos> 성비 카페 자 주 백당 커피 말차 버블 직원 분 친절 오늘 손 난로 기분 <end>
6557,<sos> 전 버블 버블 맛 적확 버블 전체적 깔끔 친절 <end>
6558,<sos> 전 버블 버블 맛 적확 버블 전체적 깔끔 친절 <end>
6559,<sos> 전 버블 버블 맛 적확 버블 전체적 깔끔 친절 <end>
6560,<sos> 주변 때 가격 비로 커피 있음 <end>
6561,<sos> 주변 때 가격 비로 커피 있음 <end>
6562,<sos> 주변 때 가격 비로 커피 있음 <end>
6563,<sos> 메뉴 정성 배 맛 집 발견 합 정역 라이트 스퀘어 건물 집 메뉴 다양 맛 여럿 메뉴 구름 프렌치 토스트 일반 프렌치 토스트 봉 골 레 파 스타 파스타 전문점 맛 여럿 메뉴 만족 데이트 때 여럿 모임 메뉴 매장 자리 다양 테이블 매장 인테리어 맛 맛 집 <end>
6564,<sos> 메뉴 정성 배 맛 집 발견 합 정역 라이트 스퀘어 건물 집 메뉴 다양 맛 여럿 메뉴 구름 프렌치 토스트 일반 프렌치 토스트 봉 골 레 파 스타 파스타 전문점 맛 여럿 메뉴 만족 데이트 때 여럿 모임 메뉴 매장 자리 다양 테이블 매장 인테리어 맛 맛 집 <end>
6565,<sos> 메뉴 정성 배 맛 집 발견 합 정역 라이트 스퀘어 건물 집 메뉴 다양 맛 여럿 메뉴 구름 프렌치 토스트 일반 프렌치 토스트 봉 골 레 파 스타 파스타 전문점 맛 여럿 메뉴 만족 데이트 때 여럿 모임 메뉴 매장 자리 다양 테이블 매장 인테리어 맛 맛 집 <end>
6566,<sos> 힙 사람 위스키 커피 메뉴 다양 <end>
6567,<sos> 힙 사람 위스키 커피 메뉴 다양 <end>
6568,<sos> 힙 사람 위스키 커피 메뉴 다양 <end>
6569,<sos> 분위기 깡패 커피 전문적 <end>
6570,<sos> 분위기 깡패 커피 전문적 <end>
6571,<sos> 분위기 깡패 커피 전문적 <end>
6572,<sos> 맛 베이커리 카페 빵 디저트 종류 좌석 <end>
6573,<sos> 맛 베이커리 카페 빵 디저트 종류 좌석 <end>
6574,<sos> 맛 베이커리 카페 빵 디저트 종류 좌석 <end>
6575,<sos> 타임 스퀘어 카페 타임 스퀘어 음식점 카페 공간 유동 인구 자리 자리 힙 노력 커피 신맛 호불호 디저트 종류 과 맛 모양 눈 디저트 느낌 생각 가격 합리적 코로나 여파 손님 테이크 아웃 잔 음료 제공 테이크 아웃 잔 별개 플라스틱 잔 종이컵 환경 오염 배 생각 <end>
6576,<sos> 타임 스퀘어 카페 타임 스퀘어 음식점 카페 공간 유동 인구 자리 자리 힙 노력 커피 신맛 호불호 디저트 종류 과 맛 모양 눈 디저트 느낌 생각 가격 합리적 코로나 여파 손님 테이크 아웃 잔 음료 제공 테이크 아웃 잔 별개 플라스틱 잔 종이컵 환경 오염 배 생각 <end>
6577,<sos> 타임 스퀘어 카페 타임 스퀘어 음식점 카페 공간 유동 인구 자리 자리 힙 노력 커피 신맛 호불호 디저트 종류 과 맛 모양 눈 디저트 느낌 생각 가격 합리적 코로나 여파 손님 테이크 아웃 잔 음료 제공 테이크 아웃 잔 별개 플라스틱 잔 종이컵 환경 오염 배 생각 <end>
6578,<sos> 가게 분위기 차분 원목 톤 노란색 파란색 포인트 고급 느낌 얼 느낌 통창 여 창문 앞 푸릇 식물 해 마카롱 고급 재료 사용 느낌 그레이 마카롱 코 마카롱 코 느낌 맛 얼 그레이 마카롱 바닐라 마카롱 은은 적당 삭과 득 느낌 커피 디저트 <end>
6579,<sos> 가게 분위기 차분 원목 톤 노란색 파란색 포인트 고급 느낌 얼 느낌 통창 여 창문 앞 푸릇 식물 해 마카롱 고급 재료 사용 느낌 그레이 마카롱 코 마카롱 코 느낌 맛 얼 그레이 마카롱 바닐라 마카롱 은은 적당 삭과 득 느낌 커피 디저트 <end>
6580,<sos> 가게 분위기 차분 원목 톤 노란색 파란색 포인트 고급 느낌 얼 느낌 통창 여 창문 앞 푸릇 식물 해 마카롱 고급 재료 사용 느낌 그레이 마카롱 코 마카롱 코 느낌 맛 얼 그레이 마카롱 바닐라 마카롱 은은 적당 삭과 득 느낌 커피 디저트 <end>
6581,<sos> 여자 친구 꽃 추천 분위기 이야기 데이트 가격 저렴 분위기 비교 적당 전체적 차분 분위기 <end>
6582,<sos> 여자 친구 꽃 추천 분위기 이야기 데이트 가격 저렴 분위기 비교 적당 전체적 차분 분위기 <end>
6583,<sos> 여자 친구 꽃 추천 분위기 이야기 데이트 가격 저렴 분위기 비교 적당 전체적 차분 분위기 <end>
6584,<sos> 콘 파 제일 <end>
6585,<sos> 콘 파 제일 <end>
6586,<sos> 콘 파 제일 <end>
6587,<sos> 딸기 타르트 새콤달콤 아메리카 노도 개인적 느낌 전체적 만족 주차 가능 조용 방문 의사 있음 <end>
6588,<sos> 딸기 타르트 새콤달콤 아메리카 노도 개인적 느낌 전체적 만족 주차 가능 조용 방문 의사 있음 <end>
6589,<sos> 딸기 타르트 새콤달콤 아메리카 노도 개인적 느낌 전체적 만족 주차 가능 조용 방문 의사 있음 <end>
6590,<sos> 마포 삼창 라자 안 위치 카페 카페 층 위치 다양 인원 방문 점심 시간 곳 건물 카페 쾌적 좌석 편안 메뉴 다양 주전부리 판매 직원 분 와중 인사 피곤 때 성비 뜨끈 아메리카 노 공급 이용 곳 평소 아메리카 노 음료 아메리카 노 커피 맛 커피 부탁 정도 사무실 팀장 망고 쥬스 <end>
6591,<sos> 마포 삼창 라자 안 위치 카페 카페 층 위치 다양 인원 방문 점심 시간 곳 건물 카페 쾌적 좌석 편안 메뉴 다양 주전부리 판매 직원 분 와중 인사 피곤 때 성비 뜨끈 아메리카 노 공급 이용 곳 평소 아메리카 노 음료 아메리카 노 커피 맛 커피 부탁 정도 사무실 팀장 망고 쥬스 <end>
6592,<sos> 마포 삼창 라자 안 위치 카페 카페 층 위치 다양 인원 방문 점심 시간 곳 건물 카페 쾌적 좌석 편안 메뉴 다양 주전부리 판매 직원 분 와중 인사 피곤 때 성비 뜨끈 아메리카 노 공급 이용 곳 평소 아메리카 노 음료 아메리카 노 커피 맛 커피 부탁 정도 사무실 팀장 망고 쥬스 <end>
6593,<sos> 밖 안 분위기 커피 맛 주변 직장인 점심 직 사후 커피 한잔 주변 거주민 커피 한잔 사 거리 일 중년 신사도 테이블 바리 스타 표 정도 분위기 한몫 <end>
6594,<sos> 밖 안 분위기 커피 맛 주변 직장인 점심 직 사후 커피 한잔 주변 거주민 커피 한잔 사 거리 일 중년 신사도 테이블 바리 스타 표 정도 분위기 한몫 <end>
6595,<sos> 밖 안 분위기 커피 맛 주변 직장인 점심 직 사후 커피 한잔 주변 거주민 커피 한잔 사 거리 일 중년 신사도 테이블 바리 스타 표 정도 분위기 한몫 <end>
6596,<sos> 콩 카페 가보 제일 유명 코코넛 디 커피 맛 <end>
6597,<sos> 콩 카페 가보 제일 유명 코코넛 디 커피 맛 <end>
6598,<sos> 콩 카페 가보 제일 유명 코코넛 디 커피 맛 <end>
6599,<sos> 삼고 초려 끝 방문 카페 코코넛 디 커피 추천 추천 <end>
6600,<sos> 삼고 초려 끝 방문 카페 코코넛 디 커피 추천 추천 <end>
6601,<sos> 삼고 초려 끝 방문 카페 코코넛 디 커피 추천 추천 <end>
6602,<sos> 이태원 용산구 청 앞 위치 콩 카페 유명 하다 카페 일반 차 이즈 카페 차이 코코넛 음료 연유 커피 시 처 임 한번쯤 방문 볼만 재 방문 <end>
6603,<sos> 이태원 용산구 청 앞 위치 콩 카페 유명 하다 카페 일반 차 이즈 카페 차이 코코넛 음료 연유 커피 시 처 임 한번쯤 방문 볼만 재 방문 <end>
6604,<sos> 이태원 용산구 청 앞 위치 콩 카페 유명 하다 카페 일반 차 이즈 카페 차이 코코넛 음료 연유 커피 시 처 임 한번쯤 방문 볼만 재 방문 <end>
6605,<sos> 야외 좌석 밀크 레 평균 이상 <end>
6606,<sos> 야외 좌석 밀크 레 평균 이상 <end>
6607,<sos> 야외 좌석 밀크 레 평균 이상 <end>
6608,<sos> 세트 만원 끼 값 로 크림 잼 리필 가능 카페 주인님 친절 부자 <end>
6609,<sos> 세트 만원 끼 값 로 크림 잼 리필 가능 카페 주인님 친절 부자 <end>
6610,<sos> 세트 만원 끼 값 로 크림 잼 리필 가능 카페 주인님 친절 부자 <end>
6611,<sos> 매장 쾌적 빵 종류 커피 맛 원두 챔프 커피 원두 사용 <end>
6612,<sos> 매장 쾌적 빵 종류 커피 맛 원두 챔프 커피 원두 사용 <end>
6613,<sos> 매장 쾌적 빵 종류 커피 맛 원두 챔프 커피 원두 사용 <end>
6614,<sos> 깔끔 분위기 베이커리 카페 기본적 빵 <end>
6615,<sos> 깔끔 분위기 베이커리 카페 기본적 빵 <end>
6616,<sos> 깔끔 분위기 베이커리 카페 기본적 빵 <end>
6617,<sos> 메뉴 설명 친절 의자 방석 준비 조용 <end>
6618,<sos> 메뉴 설명 친절 의자 방석 준비 조용 <end>
6619,<sos> 메뉴 설명 친절 의자 방석 준비 조용 <end>
6620,<sos> 지역 주민 이용 캐주얼 카페 혼자 공부 오시 분 <end>
6621,<sos> 지역 주민 이용 캐주얼 카페 혼자 공부 오시 분 <end>
6622,<sos> 지역 주민 이용 캐주얼 카페 혼자 공부 오시 분 <end>
6623,<sos> 아이스크림 자리 <end>
6624,<sos> 아이스크림 자리 <end>
6625,<sos> 아이스크림 자리 <end>
6626,<sos> 가게 인 테리어 신경 노래 크기 도적 의자 의자 위주 오기 쿠키 우유 메뉴 <end>
6627,<sos> 가게 인 테리어 신경 노래 크기 도적 의자 의자 위주 오기 쿠키 우유 메뉴 <end>
6628,<sos> 가게 인 테리어 신경 노래 크기 도적 의자 의자 위주 오기 쿠키 우유 메뉴 <end>
6629,<sos> 저녁 손님 때 사람 시간 음료 친절 <end>
6630,<sos> 저녁 손님 때 사람 시간 음료 친절 <end>
6631,<sos> 저녁 손님 때 사람 시간 음료 친절 <end>
6632,<sos> 깔끔 버스 정류장 지하철역 <end>
6633,<sos> 깔끔 버스 정류장 지하철역 <end>
6634,<sos> 깔끔 버스 정류장 지하철역 <end>
6635,<sos> 강대 근처 도로 변 자리 생각 공간 카페 한쪽 책 전반적 공부 책 일반인 학생 위 주라 시끌시끌 대화 분위기 노트북 연결 전원 콘센트 자리 설치 케이블 충전 가능 중간 중간 가방 짐 보관 바구니 밀크 라 떼 주문 라 떼 우유 맛 조금 강 커피 자체 공부 책 장소 제격 영수증 확인 인 뉴 원칙 에스프레소 주문 고객 경우 아메리카 노 리필 서비스 한정 도 가능 책 곳 스타 창가 자리 선호 다음 <end>
6636,<sos> 강대 근처 도로 변 자리 생각 공간 카페 한쪽 책 전반적 공부 책 일반인 학생 위 주라 시끌시끌 대화 분위기 노트북 연결 전원 콘센트 자리 설치 케이블 충전 가능 중간 중간 가방 짐 보관 바구니 밀크 라 떼 주문 라 떼 우유 맛 조금 강 커피 자체 공부 책 장소 제격 영수증 확인 인 뉴 원칙 에스프레소 주문 고객 경우 아메리카 노 리필 서비스 한정 도 가능 책 곳 스타 창가 자리 선호 다음 <end>
6637,<sos> 강대 근처 도로 변 자리 생각 공간 카페 한쪽 책 전반적 공부 책 일반인 학생 위 주라 시끌시끌 대화 분위기 노트북 연결 전원 콘센트 자리 설치 케이블 충전 가능 중간 중간 가방 짐 보관 바구니 밀크 라 떼 주문 라 떼 우유 맛 조금 강 커피 자체 공부 책 장소 제격 영수증 확인 인 뉴 원칙 에스프레소 주문 고객 경우 아메리카 노 리필 서비스 한정 도 가능 책 곳 스타 창가 자리 선호 다음 <end>
6638,<sos> 밤 허름 여관 골목 한옥 향기 족발 리 조 아메리카 노 깔끔 수제 맥주 블랙 유리 천장 빗방울 <end>
6639,<sos> 밤 허름 여관 골목 한옥 향기 족발 리 조 아메리카 노 깔끔 수제 맥주 블랙 유리 천장 빗방울 <end>
6640,<sos> 밤 허름 여관 골목 한옥 향기 족발 리 조 아메리카 노 깔끔 수제 맥주 블랙 유리 천장 빗방울 <end>
6641,<sos> 가격 대비 커피 맛 카페 지금 테이크 아웃 가능 와이 파이 지하 공간 스터디 장소 <end>
6642,<sos> 가격 대비 커피 맛 카페 지금 테이크 아웃 가능 와이 파이 지하 공간 스터디 장소 <end>
6643,<sos> 가격 대비 커피 맛 카페 지금 테이크 아웃 가능 와이 파이 지하 공간 스터디 장소 <end>
6644,<sos> 매장 메뉴 다양 베이커리 다양 <end>
6645,<sos> 매장 메뉴 다양 베이커리 다양 <end>
6646,<sos> 매장 메뉴 다양 베이커리 다양 <end>
6647,<sos> 음료 카페 공간 자리 문제 자리 간 공간 생각 프라이빗 <end>
6648,<sos> 음료 카페 공간 자리 문제 자리 간 공간 생각 프라이빗 <end>
6649,<sos> 음료 카페 공간 자리 문제 자리 간 공간 생각 프라이빗 <end>
6650,<sos> 실내 매장 아이 돌 생일 카페 이벤트 곳 <end>
6651,<sos> 실내 매장 아이 돌 생일 카페 이벤트 곳 <end>
6652,<sos> 실내 매장 아이 돌 생일 카페 이벤트 곳 <end>
6653,<sos> 며칠 전 파리 진상 곳 가격 맛 샌드위치 노하우 거지 커피 자주 이용 예정 <end>
6654,<sos> 며칠 전 파리 진상 곳 가격 맛 샌드위치 노하우 거지 커피 자주 이용 예정 <end>
6655,<sos> 며칠 전 파리 진상 곳 가격 맛 샌드위치 노하우 거지 커피 자주 이용 예정 <end>
6656,<sos> 전 때 오리지널 초콜릿 필드 한정 판매 군것질 음식 안 단맛 단 맛 단거 분 비추 입맛 완벽 한정 판매 보세 <end>
6657,<sos> 전 때 오리지널 초콜릿 필드 한정 판매 군것질 음식 안 단맛 단 맛 단거 분 비추 입맛 완벽 한정 판매 보세 <end>
6658,<sos> 전 때 오리지널 초콜릿 필드 한정 판매 군것질 음식 안 단맛 단 맛 단거 분 비추 입맛 완벽 한정 판매 보세 <end>
6659,<sos> 쿠키 클래스 이용 유명세 식 감이 곳 근방 카페 별 이젠 크리 키 옆집 오 주차 카페 식당 이용 기본 시간 최고 <end>
6660,<sos> 쿠키 클래스 이용 유명세 식 감이 곳 근방 카페 별 이젠 크리 키 옆집 오 주차 카페 식당 이용 기본 시간 최고 <end>
6661,<sos> 쿠키 클래스 이용 유명세 식 감이 곳 근방 카페 별 이젠 크리 키 옆집 오 주차 카페 식당 이용 기본 시간 최고 <end>
6662,<sos> 혼자 카페 투어 하다 평일 점심 조용하 쿠키 냄새 대박 <end>
6663,<sos> 혼자 카페 투어 하다 평일 점심 조용하 쿠키 냄새 대박 <end>
6664,<sos> 혼자 카페 투어 하다 평일 점심 조용하 쿠키 냄새 대박 <end>
6665,<sos> 케이크 맛 있음 직전 과일 신선 <end>
6666,<sos> 케이크 맛 있음 직전 과일 신선 <end>
6667,<sos> 케이크 맛 있음 직전 과일 신선 <end>
6668,<sos> 카페 연 남동 감성 분위기 카페 아메리카 노 맛 직원 분 친절 곳 테이블 촛불 하나하나 가 아지트 공간 느낌 방 공간 조명 테이블 스탠드 분위기 느낌 곳 카운터 옆 핸드폰 케이스 소품 진열 판매 카페 연 남동 밥 곳 생각 안 때 조용 분위기 시간 때 <end>
6669,<sos> 카페 연 남동 감성 분위기 카페 아메리카 노 맛 직원 분 친절 곳 테이블 촛불 하나하나 가 아지트 공간 느낌 방 공간 조명 테이블 스탠드 분위기 느낌 곳 카운터 옆 핸드폰 케이스 소품 진열 판매 카페 연 남동 밥 곳 생각 안 때 조용 분위기 시간 때 <end>
6670,<sos> 카페 연 남동 감성 분위기 카페 아메리카 노 맛 직원 분 친절 곳 테이블 촛불 하나하나 가 아지트 공간 느낌 방 공간 조명 테이블 스탠드 분위기 느낌 곳 카운터 옆 핸드폰 케이스 소품 진열 판매 카페 연 남동 밥 곳 생각 안 때 조용 분위기 시간 때 <end>
6671,<sos> 스타 별 다방 점 주말 저녁 사람 자리 을 지로 입구 이동 발견 호텔 층 얼마 안 예전 폴 바 셋 인테리어 요즘 유행 깔끔 인테리어 라 테이블 대리석 대리석 노출 당황 신기 테이블 조명 테이블 상판 불편 안쪽 자리 명동 카페 사람 커피 재 방문 의사 임대료 커피 맛 <end>
6672,<sos> 스타 별 다방 점 주말 저녁 사람 자리 을 지로 입구 이동 발견 호텔 층 얼마 안 예전 폴 바 셋 인테리어 요즘 유행 깔끔 인테리어 라 테이블 대리석 대리석 노출 당황 신기 테이블 조명 테이블 상판 불편 안쪽 자리 명동 카페 사람 커피 재 방문 의사 임대료 커피 맛 <end>
6673,<sos> 스타 별 다방 점 주말 저녁 사람 자리 을 지로 입구 이동 발견 호텔 층 얼마 안 예전 폴 바 셋 인테리어 요즘 유행 깔끔 인테리어 라 테이블 대리석 대리석 노출 당황 신기 테이블 조명 테이블 상판 불편 안쪽 자리 명동 카페 사람 커피 재 방문 의사 임대료 커피 맛 <end>
6674,<sos> 연 남 때 라르테 라미 수가 최근 바스크 치즈 케이크 추가 다음 오늘 에스프레소 기반 음료 아메리카 노 라 떼 만족 처음 라 떼 비엔나 추가 서비스 면 신속 처리 메뉴 만족 밀크 제외 밀크 평소 라르테 밀크 꽃 향 <end>
6675,<sos> 연 남 때 라르테 라미 수가 최근 바스크 치즈 케이크 추가 다음 오늘 에스프레소 기반 음료 아메리카 노 라 떼 만족 처음 라 떼 비엔나 추가 서비스 면 신속 처리 메뉴 만족 밀크 제외 밀크 평소 라르테 밀크 꽃 향 <end>
6676,<sos> 연 남 때 라르테 라미 수가 최근 바스크 치즈 케이크 추가 다음 오늘 에스프레소 기반 음료 아메리카 노 라 떼 만족 처음 라 떼 비엔나 추가 서비스 면 신속 처리 메뉴 만족 밀크 제외 밀크 평소 라르테 밀크 꽃 향 <end>
6677,<sos> 이야기 공부 사람 눈치 보일 정도 공주 <end>
6678,<sos> 이야기 공부 사람 눈치 보일 정도 공주 <end>
6679,<sos> 이야기 공부 사람 눈치 보일 정도 공주 <end>
6680,<sos> 평일 직장인 꺼 주말 인근 주민 주말 점심 때 인원 음식 대체적 여자 인 개 적당 양이 수플레 팬케이크 궁금 경험 <end>
6681,<sos> 평일 직장인 꺼 주말 인근 주민 주말 점심 때 인원 음식 대체적 여자 인 개 적당 양이 수플레 팬케이크 궁금 경험 <end>
6682,<sos> 평일 직장인 꺼 주말 인근 주민 주말 점심 때 인원 음식 대체적 여자 인 개 적당 양이 수플레 팬케이크 궁금 경험 <end>
6683,<sos> 마카롱 집 카페 마카롱 맛 있음 오 레 오 아쉬움 곳 조용 <end>
6684,<sos> 마카롱 집 카페 마카롱 맛 있음 오 레 오 아쉬움 곳 조용 <end>
6685,<sos> 마카롱 집 카페 마카롱 맛 있음 오 레 오 아쉬움 곳 조용 <end>
6686,<sos> 커피나 디저트 메뉴 정도 평균 정도 점심때 식사 그날 재료 소진 때 김치 볶음밥 버터 냄새 호불호 스타일 돈까스 메뉴 성비 메뉴판 큰놈 구분 참고 양 말기 근처 학교 곳 학생 교직원 사장님 센스 정감 깔끔 카페 방문 <end>
6687,<sos> 커피나 디저트 메뉴 정도 평균 정도 점심때 식사 그날 재료 소진 때 김치 볶음밥 버터 냄새 호불호 스타일 돈까스 메뉴 성비 메뉴판 큰놈 구분 참고 양 말기 근처 학교 곳 학생 교직원 사장님 센스 정감 깔끔 카페 방문 <end>
6688,<sos> 커피나 디저트 메뉴 정도 평균 정도 점심때 식사 그날 재료 소진 때 김치 볶음밥 버터 냄새 호불호 스타일 돈까스 메뉴 성비 메뉴판 큰놈 구분 참고 양 말기 근처 학교 곳 학생 교직원 사장님 센스 정감 깔끔 카페 방문 <end>
6689,<sos> 비엔나 커피 크림 바닐라 가격 기준 스몰 사이즈 <end>
6690,<sos> 비엔나 커피 크림 바닐라 가격 기준 스몰 사이즈 <end>
6691,<sos> 비엔나 커피 크림 바닐라 가격 기준 스몰 사이즈 <end>
6692,<sos> 가격 차 맛 복숭아 아이스 진짜 아이스 본연 맛 ㅁ <end>
6693,<sos> 가격 차 맛 복숭아 아이스 진짜 아이스 본연 맛 ㅁ <end>
6694,<sos> 가격 차 맛 복숭아 아이스 진짜 아이스 본연 맛 ㅁ <end>
6695,<sos> 유명 룸 다기 차도 마니아 <end>
6696,<sos> 유명 룸 다기 차도 마니아 <end>
6697,<sos> 유명 룸 다기 차도 마니아 <end>
6698,<sos> 군자 역 근처 주택가 골목 위치 카페 인테리어 깔끔 가격 저렴 사장님 친절 일요일 휴무일 <end>
6699,<sos> 군자 역 근처 주택가 골목 위치 카페 인테리어 깔끔 가격 저렴 사장님 친절 일요일 휴무일 <end>
6700,<sos> 군자 역 근처 주택가 골목 위치 카페 인테리어 깔끔 가격 저렴 사장님 친절 일요일 휴무일 <end>
6701,<sos> 사실 맛 집 저녁 딸기 라 떼 평범 맛 가 컵 크기 카페 순삭 <end>
6702,<sos> 사실 맛 집 저녁 딸기 라 떼 평범 맛 가 컵 크기 카페 순삭 <end>
6703,<sos> 사실 맛 집 저녁 딸기 라 떼 평범 맛 가 컵 크기 카페 순삭 <end>
6704,<sos> 케익 입 사장님 친절 인테리어 의자 식탁 방문 집 <end>
6705,<sos> 케익 입 사장님 친절 인테리어 의자 식탁 방문 집 <end>
6706,<sos> 케익 입 사장님 친절 인테리어 의자 식탁 방문 집 <end>
6707,<sos> 카페 미아 사거리 분위기 가격 맛 층 <end>
6708,<sos> 카페 미아 사거리 분위기 가격 맛 층 <end>
6709,<sos> 카페 미아 사거리 분위기 가격 맛 층 <end>
6710,<sos> 생각 타르트 코 크림 싸구려 맛 고급 코 맛 크림 치즈 굿 굿 디저트 완전 만족 <end>
6711,<sos> 생각 타르트 코 크림 싸구려 맛 고급 코 맛 크림 치즈 굿 굿 디저트 완전 만족 <end>
6712,<sos> 생각 타르트 코 크림 싸구려 맛 고급 코 맛 크림 치즈 굿 굿 디저트 완전 만족 <end>
6713,<sos> 망원동 평범 카페 가 특별 편안 이야기 <end>
6714,<sos> 망원동 평범 카페 가 특별 편안 이야기 <end>
6715,<sos> 망원동 평범 카페 가 특별 편안 이야기 <end>
6716,<sos> 이태원 역 편이 가게 이상은 입장 해 평일 쯤 방문 웨이팅 뒤 팀 정도 웨이팅 반 정도 시간 제한 입장 시간 영수증 참고 노 버터 노 오일 케이크 종류 정도 매일 케이크 종류 키 리 인 스타 스페셜 케이크 확인 쌀 케이크 치즈 케이크 판매 쌀 케이크 식 감이 치즈 케이크 말 식 감이 느끼 개 맛 분 호불호 음미 매력 <end>
6717,<sos> 이태원 역 편이 가게 이상은 입장 해 평일 쯤 방문 웨이팅 뒤 팀 정도 웨이팅 반 정도 시간 제한 입장 시간 영수증 참고 노 버터 노 오일 케이크 종류 정도 매일 케이크 종류 키 리 인 스타 스페셜 케이크 확인 쌀 케이크 치즈 케이크 판매 쌀 케이크 식 감이 치즈 케이크 말 식 감이 느끼 개 맛 분 호불호 음미 매력 <end>
6718,<sos> 이태원 역 편이 가게 이상은 입장 해 평일 쯤 방문 웨이팅 뒤 팀 정도 웨이팅 반 정도 시간 제한 입장 시간 영수증 참고 노 버터 노 오일 케이크 종류 정도 매일 케이크 종류 키 리 인 스타 스페셜 케이크 확인 쌀 케이크 치즈 케이크 판매 쌀 케이크 식 감이 치즈 케이크 말 식 감이 느끼 개 맛 분 호불호 음미 매력 <end>
6719,<sos> 키오스 프렌치 토스트 추천 프렌치 토스트 승부 충분 맛 집 메뉴 음료 인 메뉴 커피 차 종류 프렌치 토스트 기본 토핑 추가 방식 주문 절인 딸기 토핑 주문 딸기 잼 맛 딸기 맛 마음 빵 겹겹 일 반 식빵 프렌치 토스트 식 감이 빵 다음 방문 기본 프렌치 토스트 디저트 평소 분 <end>
6720,<sos> 키오스 프렌치 토스트 추천 프렌치 토스트 승부 충분 맛 집 메뉴 음료 인 메뉴 커피 차 종류 프렌치 토스트 기본 토핑 추가 방식 주문 절인 딸기 토핑 주문 딸기 잼 맛 딸기 맛 마음 빵 겹겹 일 반 식빵 프렌치 토스트 식 감이 빵 다음 방문 기본 프렌치 토스트 디저트 평소 분 <end>
6721,<sos> 키오스 프렌치 토스트 추천 프렌치 토스트 승부 충분 맛 집 메뉴 음료 인 메뉴 커피 차 종류 프렌치 토스트 기본 토핑 추가 방식 주문 절인 딸기 토핑 주문 딸기 잼 맛 딸기 맛 마음 빵 겹겹 일 반 식빵 프렌치 토스트 식 감이 빵 다음 방문 기본 프렌치 토스트 디저트 평소 분 <end>
6722,<sos> 주차 공간 카페 음료 층 여 대중교통 방문 불편 <end>
6723,<sos> 주차 공간 카페 음료 층 여 대중교통 방문 불편 <end>
